;Absolute path;Relative path;Class
27;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7592.jpg;task3_dataset\7592.jpg;tiger
28;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7651.jpg;task3_dataset\7651.jpg;tiger
29;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9177.jpg;task3_dataset\9177.jpg;tiger
30;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5075.jpg;task3_dataset\5075.jpg;tiger
31;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7713.jpg;task3_dataset\7713.jpg;tiger
32;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3881.jpg;task3_dataset\3881.jpg;tiger
33;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9782.jpg;task3_dataset\9782.jpg;tiger
34;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5096.jpg;task3_dataset\5096.jpg;tiger
35;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\645.jpg;task3_dataset\645.jpg;tiger
36;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7303.jpg;task3_dataset\7303.jpg;tiger
37;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6552.jpg;task3_dataset\6552.jpg;tiger
38;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3857.jpg;task3_dataset\3857.jpg;tiger
39;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7723.jpg;task3_dataset\7723.jpg;tiger
40;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\644.jpg;task3_dataset\644.jpg;tiger
41;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3688.jpg;task3_dataset\3688.jpg;tiger
42;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5315.jpg;task3_dataset\5315.jpg;tiger
43;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7833.jpg;task3_dataset\7833.jpg;tiger
44;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2445.jpg;task3_dataset\2445.jpg;tiger
45;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4180.jpg;task3_dataset\4180.jpg;tiger
46;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4669.jpg;task3_dataset\4669.jpg;tiger
47;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2042.jpg;task3_dataset\2042.jpg;tiger
48;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5385.jpg;task3_dataset\5385.jpg;tiger
49;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6183.jpg;task3_dataset\6183.jpg;tiger
50;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5735.jpg;task3_dataset\5735.jpg;tiger
51;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1857.jpg;task3_dataset\1857.jpg;tiger
52;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8890.jpg;task3_dataset\8890.jpg;tiger
53;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3283.jpg;task3_dataset\3283.jpg;tiger
54;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6086.jpg;task3_dataset\6086.jpg;tiger
55;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9122.jpg;task3_dataset\9122.jpg;tiger
56;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3727.jpg;task3_dataset\3727.jpg;tiger
57;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8889.jpg;task3_dataset\8889.jpg;tiger
58;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9126.jpg;task3_dataset\9126.jpg;tiger
59;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9336.jpg;task3_dataset\9336.jpg;tiger
60;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5693.jpg;task3_dataset\5693.jpg;tiger
61;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4755.jpg;task3_dataset\4755.jpg;tiger
62;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\264.jpg;task3_dataset\264.jpg;tiger
63;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6679.jpg;task3_dataset\6679.jpg;tiger
64;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7204.jpg;task3_dataset\7204.jpg;tiger
65;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6774.jpg;task3_dataset\6774.jpg;tiger
66;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2307.jpg;task3_dataset\2307.jpg;tiger
67;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8321.jpg;task3_dataset\8321.jpg;tiger
68;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3243.jpg;task3_dataset\3243.jpg;tiger
69;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\819.jpg;task3_dataset\819.jpg;tiger
70;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6513.jpg;task3_dataset\6513.jpg;tiger
71;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7538.jpg;task3_dataset\7538.jpg;tiger
72;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5845.jpg;task3_dataset\5845.jpg;tiger
73;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8148.jpg;task3_dataset\8148.jpg;tiger
74;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7123.jpg;task3_dataset\7123.jpg;tiger
75;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8155.jpg;task3_dataset\8155.jpg;tiger
76;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1547.jpg;task3_dataset\1547.jpg;tiger
77;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1034.jpg;task3_dataset\1034.jpg;tiger
78;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6904.jpg;task3_dataset\6904.jpg;tiger
79;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9831.jpg;task3_dataset\9831.jpg;tiger
80;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2515.jpg;task3_dataset\2515.jpg;tiger
81;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9456.jpg;task3_dataset\9456.jpg;tiger
82;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5499.jpg;task3_dataset\5499.jpg;tiger
83;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2478.jpg;task3_dataset\2478.jpg;tiger
84;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7981.jpg;task3_dataset\7981.jpg;tiger
85;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7306.jpg;task3_dataset\7306.jpg;tiger
86;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7560.jpg;task3_dataset\7560.jpg;tiger
87;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2620.jpg;task3_dataset\2620.jpg;tiger
88;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\491.jpg;task3_dataset\491.jpg;tiger
89;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2746.jpg;task3_dataset\2746.jpg;tiger
90;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6575.jpg;task3_dataset\6575.jpg;tiger
91;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3782.jpg;task3_dataset\3782.jpg;tiger
92;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4502.jpg;task3_dataset\4502.jpg;tiger
93;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4277.jpg;task3_dataset\4277.jpg;tiger
94;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5316.jpg;task3_dataset\5316.jpg;tiger
95;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6598.jpg;task3_dataset\6598.jpg;tiger
96;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1164.jpg;task3_dataset\1164.jpg;tiger
97;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9474.jpg;task3_dataset\9474.jpg;tiger
98;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6367.jpg;task3_dataset\6367.jpg;tiger
99;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4448.jpg;task3_dataset\4448.jpg;tiger
100;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2174.jpg;task3_dataset\2174.jpg;tiger
101;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5309.jpg;task3_dataset\5309.jpg;tiger
102;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1384.jpg;task3_dataset\1384.jpg;tiger
103;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8009.jpg;task3_dataset\8009.jpg;tiger
104;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9137.jpg;task3_dataset\9137.jpg;tiger
105;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\487.jpg;task3_dataset\487.jpg;tiger
106;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7312.jpg;task3_dataset\7312.jpg;tiger
107;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3852.jpg;task3_dataset\3852.jpg;tiger
108;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2998.jpg;task3_dataset\2998.jpg;tiger
109;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2044.jpg;task3_dataset\2044.jpg;tiger
110;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3266.jpg;task3_dataset\3266.jpg;tiger
111;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8626.jpg;task3_dataset\8626.jpg;tiger
112;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\471.jpg;task3_dataset\471.jpg;tiger
113;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9908.jpg;task3_dataset\9908.jpg;tiger
114;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7965.jpg;task3_dataset\7965.jpg;tiger
115;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8813.jpg;task3_dataset\8813.jpg;tiger
116;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7244.jpg;task3_dataset\7244.jpg;tiger
117;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9105.jpg;task3_dataset\9105.jpg;tiger
118;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2329.jpg;task3_dataset\2329.jpg;tiger
119;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8235.jpg;task3_dataset\8235.jpg;tiger
120;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\873.jpg;task3_dataset\873.jpg;tiger
121;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5045.jpg;task3_dataset\5045.jpg;tiger
122;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5831.jpg;task3_dataset\5831.jpg;tiger
123;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7482.jpg;task3_dataset\7482.jpg;tiger
124;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\872.jpg;task3_dataset\872.jpg;tiger
125;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3577.jpg;task3_dataset\3577.jpg;tiger
126;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4938.jpg;task3_dataset\4938.jpg;tiger
127;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9100.jpg;task3_dataset\9100.jpg;tiger
128;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2865.jpg;task3_dataset\2865.jpg;tiger
129;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3743.jpg;task3_dataset\3743.jpg;tiger
130;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7426.jpg;task3_dataset\7426.jpg;tiger
131;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1940.jpg;task3_dataset\1940.jpg;tiger
132;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9810.jpg;task3_dataset\9810.jpg;tiger
133;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3768.jpg;task3_dataset\3768.jpg;tiger
134;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\575.jpg;task3_dataset\575.jpg;tiger
135;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2364.jpg;task3_dataset\2364.jpg;tiger
136;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3157.jpg;task3_dataset\3157.jpg;tiger
137;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7365.jpg;task3_dataset\7365.jpg;tiger
138;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9666.jpg;task3_dataset\9666.jpg;tiger
139;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8905.jpg;task3_dataset\8905.jpg;tiger
140;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5707.jpg;task3_dataset\5707.jpg;tiger
141;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4529.jpg;task3_dataset\4529.jpg;tiger
142;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9958.jpg;task3_dataset\9958.jpg;tiger
143;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9646.jpg;task3_dataset\9646.jpg;tiger
144;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1323.jpg;task3_dataset\1323.jpg;tiger
145;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8641.jpg;task3_dataset\8641.jpg;tiger
146;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9537.jpg;task3_dataset\9537.jpg;tiger
147;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3046.jpg;task3_dataset\3046.jpg;tiger
148;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1608.jpg;task3_dataset\1608.jpg;tiger
149;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9984.jpg;task3_dataset\9984.jpg;tiger
150;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5602.jpg;task3_dataset\5602.jpg;tiger
151;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6371.jpg;task3_dataset\6371.jpg;tiger
152;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2009.jpg;task3_dataset\2009.jpg;tiger
153;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9086.jpg;task3_dataset\9086.jpg;tiger
154;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3230.jpg;task3_dataset\3230.jpg;tiger
155;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3138.jpg;task3_dataset\3138.jpg;tiger
156;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2022.jpg;task3_dataset\2022.jpg;tiger
157;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6352.jpg;task3_dataset\6352.jpg;tiger
158;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9429.jpg;task3_dataset\9429.jpg;tiger
159;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7564.jpg;task3_dataset\7564.jpg;tiger
160;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\305.jpg;task3_dataset\305.jpg;tiger
161;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7253.jpg;task3_dataset\7253.jpg;tiger
162;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5797.jpg;task3_dataset\5797.jpg;tiger
163;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3494.jpg;task3_dataset\3494.jpg;tiger
164;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3970.jpg;task3_dataset\3970.jpg;tiger
165;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1386.jpg;task3_dataset\1386.jpg;tiger
166;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5367.jpg;task3_dataset\5367.jpg;tiger
167;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9618.jpg;task3_dataset\9618.jpg;tiger
168;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7263.jpg;task3_dataset\7263.jpg;tiger
169;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5469.jpg;task3_dataset\5469.jpg;tiger
170;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3631.jpg;task3_dataset\3631.jpg;tiger
171;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2334.jpg;task3_dataset\2334.jpg;tiger
172;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7180.jpg;task3_dataset\7180.jpg;tiger
173;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9030.jpg;task3_dataset\9030.jpg;tiger
174;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2645.jpg;task3_dataset\2645.jpg;tiger
175;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9560.jpg;task3_dataset\9560.jpg;tiger
176;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2972.jpg;task3_dataset\2972.jpg;tiger
177;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5943.jpg;task3_dataset\5943.jpg;tiger
178;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2068.jpg;task3_dataset\2068.jpg;tiger
179;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6369.jpg;task3_dataset\6369.jpg;tiger
180;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1633.jpg;task3_dataset\1633.jpg;tiger
181;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5412.jpg;task3_dataset\5412.jpg;tiger
182;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4900.jpg;task3_dataset\4900.jpg;tiger
183;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7820.jpg;task3_dataset\7820.jpg;tiger
184;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2511.jpg;task3_dataset\2511.jpg;tiger
185;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3327.jpg;task3_dataset\3327.jpg;tiger
186;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4945.jpg;task3_dataset\4945.jpg;tiger
187;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5133.jpg;task3_dataset\5133.jpg;tiger
188;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5046.jpg;task3_dataset\5046.jpg;tiger
189;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5227.jpg;task3_dataset\5227.jpg;tiger
190;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1794.jpg;task3_dataset\1794.jpg;tiger
191;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8369.jpg;task3_dataset\8369.jpg;tiger
192;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\514.jpg;task3_dataset\514.jpg;tiger
193;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7078.jpg;task3_dataset\7078.jpg;tiger
194;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7339.jpg;task3_dataset\7339.jpg;tiger
195;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\132.jpg;task3_dataset\132.jpg;tiger
196;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7828.jpg;task3_dataset\7828.jpg;tiger
197;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\2036.jpg;task3_dataset\2036.jpg;tiger
198;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6736.jpg;task3_dataset\6736.jpg;tiger
199;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5484.jpg;task3_dataset\5484.jpg;tiger
200;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9530.jpg;task3_dataset\9530.jpg;tiger
201;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4524.jpg;task3_dataset\4524.jpg;tiger
202;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5603.jpg;task3_dataset\5603.jpg;tiger
203;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3618.jpg;task3_dataset\3618.jpg;tiger
204;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3680.jpg;task3_dataset\3680.jpg;tiger
205;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9339.jpg;task3_dataset\9339.jpg;tiger
206;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8863.jpg;task3_dataset\8863.jpg;tiger
207;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3665.jpg;task3_dataset\3665.jpg;tiger
208;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\9120.jpg;task3_dataset\9120.jpg;tiger
209;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8959.jpg;task3_dataset\8959.jpg;tiger
210;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7375.jpg;task3_dataset\7375.jpg;tiger
211;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\7023.jpg;task3_dataset\7023.jpg;tiger
212;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5659.jpg;task3_dataset\5659.jpg;tiger
213;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\8794.jpg;task3_dataset\8794.jpg;tiger
214;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1008.jpg;task3_dataset\1008.jpg;tiger
215;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\4843.jpg;task3_dataset\4843.jpg;tiger
216;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\898.jpg;task3_dataset\898.jpg;tiger
217;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\3419.jpg;task3_dataset\3419.jpg;tiger
218;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\6398.jpg;task3_dataset\6398.jpg;tiger
219;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\436.jpg;task3_dataset\436.jpg;tiger
220;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\5771.jpg;task3_dataset\5771.jpg;tiger
221;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\task3_dataset\1237.jpg;task3_dataset\1237.jpg;tiger
