;Absolute path;Relative path;Class
19;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0019.jpg;dataset\tiger0019.jpg;tiger
20;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0020.jpg;dataset\tiger0020.jpg;tiger
21;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0021.jpg;dataset\tiger0021.jpg;tiger
22;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0022.jpg;dataset\tiger0022.jpg;tiger
23;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0023.jpg;dataset\tiger0023.jpg;tiger
24;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0024.jpg;dataset\tiger0024.jpg;tiger
25;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0025.jpg;dataset\tiger0025.jpg;tiger
26;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0026.jpg;dataset\tiger0026.jpg;tiger
27;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0027.jpg;dataset\tiger0027.jpg;tiger
28;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0028.jpg;dataset\tiger0028.jpg;tiger
29;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0029.jpg;dataset\tiger0029.jpg;tiger
30;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0030.jpg;dataset\tiger0030.jpg;tiger
31;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0031.jpg;dataset\tiger0031.jpg;tiger
32;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0032.jpg;dataset\tiger0032.jpg;tiger
33;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0033.jpg;dataset\tiger0033.jpg;tiger
34;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0034.jpg;dataset\tiger0034.jpg;tiger
35;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0035.jpg;dataset\tiger0035.jpg;tiger
36;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0036.jpg;dataset\tiger0036.jpg;tiger
37;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0037.jpg;dataset\tiger0037.jpg;tiger
38;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0038.jpg;dataset\tiger0038.jpg;tiger
39;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0039.jpg;dataset\tiger0039.jpg;tiger
40;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0040.jpg;dataset\tiger0040.jpg;tiger
41;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0041.jpg;dataset\tiger0041.jpg;tiger
42;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0042.jpg;dataset\tiger0042.jpg;tiger
43;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0043.jpg;dataset\tiger0043.jpg;tiger
44;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0044.jpg;dataset\tiger0044.jpg;tiger
45;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0045.jpg;dataset\tiger0045.jpg;tiger
46;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0046.jpg;dataset\tiger0046.jpg;tiger
47;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0047.jpg;dataset\tiger0047.jpg;tiger
48;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0048.jpg;dataset\tiger0048.jpg;tiger
49;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0049.jpg;dataset\tiger0049.jpg;tiger
50;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0050.jpg;dataset\tiger0050.jpg;tiger
51;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0051.jpg;dataset\tiger0051.jpg;tiger
52;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0052.jpg;dataset\tiger0052.jpg;tiger
53;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0053.jpg;dataset\tiger0053.jpg;tiger
54;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0054.jpg;dataset\tiger0054.jpg;tiger
55;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0055.jpg;dataset\tiger0055.jpg;tiger
56;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0056.jpg;dataset\tiger0056.jpg;tiger
57;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0057.jpg;dataset\tiger0057.jpg;tiger
58;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0058.jpg;dataset\tiger0058.jpg;tiger
59;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0059.jpg;dataset\tiger0059.jpg;tiger
60;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0060.jpg;dataset\tiger0060.jpg;tiger
61;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0061.jpg;dataset\tiger0061.jpg;tiger
62;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0062.jpg;dataset\tiger0062.jpg;tiger
63;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0063.jpg;dataset\tiger0063.jpg;tiger
64;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0064.jpg;dataset\tiger0064.jpg;tiger
65;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0065.jpg;dataset\tiger0065.jpg;tiger
66;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0066.jpg;dataset\tiger0066.jpg;tiger
67;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0067.jpg;dataset\tiger0067.jpg;tiger
68;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0068.jpg;dataset\tiger0068.jpg;tiger
69;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0069.jpg;dataset\tiger0069.jpg;tiger
70;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0070.jpg;dataset\tiger0070.jpg;tiger
71;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0071.jpg;dataset\tiger0071.jpg;tiger
72;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0072.jpg;dataset\tiger0072.jpg;tiger
73;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0073.jpg;dataset\tiger0073.jpg;tiger
74;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0074.jpg;dataset\tiger0074.jpg;tiger
75;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0075.jpg;dataset\tiger0075.jpg;tiger
76;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0076.jpg;dataset\tiger0076.jpg;tiger
77;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0077.jpg;dataset\tiger0077.jpg;tiger
78;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0078.jpg;dataset\tiger0078.jpg;tiger
79;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0079.jpg;dataset\tiger0079.jpg;tiger
80;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0080.jpg;dataset\tiger0080.jpg;tiger
81;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0081.jpg;dataset\tiger0081.jpg;tiger
82;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0082.jpg;dataset\tiger0082.jpg;tiger
83;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0083.jpg;dataset\tiger0083.jpg;tiger
84;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0084.jpg;dataset\tiger0084.jpg;tiger
85;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0085.jpg;dataset\tiger0085.jpg;tiger
86;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0086.jpg;dataset\tiger0086.jpg;tiger
87;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0087.jpg;dataset\tiger0087.jpg;tiger
88;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0088.jpg;dataset\tiger0088.jpg;tiger
89;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0089.jpg;dataset\tiger0089.jpg;tiger
90;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0090.jpg;dataset\tiger0090.jpg;tiger
91;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0091.jpg;dataset\tiger0091.jpg;tiger
92;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0092.jpg;dataset\tiger0092.jpg;tiger
93;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0093.jpg;dataset\tiger0093.jpg;tiger
94;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0094.jpg;dataset\tiger0094.jpg;tiger
95;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0095.jpg;dataset\tiger0095.jpg;tiger
96;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0096.jpg;dataset\tiger0096.jpg;tiger
97;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0097.jpg;dataset\tiger0097.jpg;tiger
98;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0098.jpg;dataset\tiger0098.jpg;tiger
99;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0099.jpg;dataset\tiger0099.jpg;tiger
100;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0100.jpg;dataset\tiger0100.jpg;tiger
101;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0101.jpg;dataset\tiger0101.jpg;tiger
102;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0102.jpg;dataset\tiger0102.jpg;tiger
103;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0103.jpg;dataset\tiger0103.jpg;tiger
104;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0104.jpg;dataset\tiger0104.jpg;tiger
105;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0105.jpg;dataset\tiger0105.jpg;tiger
106;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0106.jpg;dataset\tiger0106.jpg;tiger
107;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0107.jpg;dataset\tiger0107.jpg;tiger
108;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0108.jpg;dataset\tiger0108.jpg;tiger
109;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0109.jpg;dataset\tiger0109.jpg;tiger
110;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0110.jpg;dataset\tiger0110.jpg;tiger
111;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0111.jpg;dataset\tiger0111.jpg;tiger
112;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0112.jpg;dataset\tiger0112.jpg;tiger
113;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0113.jpg;dataset\tiger0113.jpg;tiger
114;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0114.jpg;dataset\tiger0114.jpg;tiger
115;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0115.jpg;dataset\tiger0115.jpg;tiger
116;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0116.jpg;dataset\tiger0116.jpg;tiger
117;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0117.jpg;dataset\tiger0117.jpg;tiger
118;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0118.jpg;dataset\tiger0118.jpg;tiger
119;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0119.jpg;dataset\tiger0119.jpg;tiger
120;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0120.jpg;dataset\tiger0120.jpg;tiger
121;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0121.jpg;dataset\tiger0121.jpg;tiger
122;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0122.jpg;dataset\tiger0122.jpg;tiger
123;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0123.jpg;dataset\tiger0123.jpg;tiger
124;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0124.jpg;dataset\tiger0124.jpg;tiger
125;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0125.jpg;dataset\tiger0125.jpg;tiger
126;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0126.jpg;dataset\tiger0126.jpg;tiger
127;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0127.jpg;dataset\tiger0127.jpg;tiger
128;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0128.jpg;dataset\tiger0128.jpg;tiger
129;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0129.jpg;dataset\tiger0129.jpg;tiger
130;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0130.jpg;dataset\tiger0130.jpg;tiger
131;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0131.jpg;dataset\tiger0131.jpg;tiger
132;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0132.jpg;dataset\tiger0132.jpg;tiger
133;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0133.jpg;dataset\tiger0133.jpg;tiger
134;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0134.jpg;dataset\tiger0134.jpg;tiger
135;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0135.jpg;dataset\tiger0135.jpg;tiger
136;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0136.jpg;dataset\tiger0136.jpg;tiger
137;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0137.jpg;dataset\tiger0137.jpg;tiger
138;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0138.jpg;dataset\tiger0138.jpg;tiger
139;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0139.jpg;dataset\tiger0139.jpg;tiger
140;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0140.jpg;dataset\tiger0140.jpg;tiger
141;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0141.jpg;dataset\tiger0141.jpg;tiger
142;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0142.jpg;dataset\tiger0142.jpg;tiger
143;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0143.jpg;dataset\tiger0143.jpg;tiger
144;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0144.jpg;dataset\tiger0144.jpg;tiger
145;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0145.jpg;dataset\tiger0145.jpg;tiger
146;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0146.jpg;dataset\tiger0146.jpg;tiger
147;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0147.jpg;dataset\tiger0147.jpg;tiger
148;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0148.jpg;dataset\tiger0148.jpg;tiger
149;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0149.jpg;dataset\tiger0149.jpg;tiger
150;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0150.jpg;dataset\tiger0150.jpg;tiger
151;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0151.jpg;dataset\tiger0151.jpg;tiger
152;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0152.jpg;dataset\tiger0152.jpg;tiger
153;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0153.jpg;dataset\tiger0153.jpg;tiger
154;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0154.jpg;dataset\tiger0154.jpg;tiger
155;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0155.jpg;dataset\tiger0155.jpg;tiger
156;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0156.jpg;dataset\tiger0156.jpg;tiger
157;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0157.jpg;dataset\tiger0157.jpg;tiger
158;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0158.jpg;dataset\tiger0158.jpg;tiger
159;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0159.jpg;dataset\tiger0159.jpg;tiger
160;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0160.jpg;dataset\tiger0160.jpg;tiger
161;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0161.jpg;dataset\tiger0161.jpg;tiger
162;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0162.jpg;dataset\tiger0162.jpg;tiger
163;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0163.jpg;dataset\tiger0163.jpg;tiger
164;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0164.jpg;dataset\tiger0164.jpg;tiger
165;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0165.jpg;dataset\tiger0165.jpg;tiger
166;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0166.jpg;dataset\tiger0166.jpg;tiger
167;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0167.jpg;dataset\tiger0167.jpg;tiger
168;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0168.jpg;dataset\tiger0168.jpg;tiger
169;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0169.jpg;dataset\tiger0169.jpg;tiger
170;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0170.jpg;dataset\tiger0170.jpg;tiger
171;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0171.jpg;dataset\tiger0171.jpg;tiger
172;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0172.jpg;dataset\tiger0172.jpg;tiger
173;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0173.jpg;dataset\tiger0173.jpg;tiger
174;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0174.jpg;dataset\tiger0174.jpg;tiger
175;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0175.jpg;dataset\tiger0175.jpg;tiger
176;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0176.jpg;dataset\tiger0176.jpg;tiger
177;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0177.jpg;dataset\tiger0177.jpg;tiger
178;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0178.jpg;dataset\tiger0178.jpg;tiger
179;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0179.jpg;dataset\tiger0179.jpg;tiger
180;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0180.jpg;dataset\tiger0180.jpg;tiger
181;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0181.jpg;dataset\tiger0181.jpg;tiger
182;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0182.jpg;dataset\tiger0182.jpg;tiger
183;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0183.jpg;dataset\tiger0183.jpg;tiger
184;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0184.jpg;dataset\tiger0184.jpg;tiger
185;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0185.jpg;dataset\tiger0185.jpg;tiger
186;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0186.jpg;dataset\tiger0186.jpg;tiger
187;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0187.jpg;dataset\tiger0187.jpg;tiger
188;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0188.jpg;dataset\tiger0188.jpg;tiger
189;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0189.jpg;dataset\tiger0189.jpg;tiger
190;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0190.jpg;dataset\tiger0190.jpg;tiger
191;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0191.jpg;dataset\tiger0191.jpg;tiger
192;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0192.jpg;dataset\tiger0192.jpg;tiger
193;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0193.jpg;dataset\tiger0193.jpg;tiger
194;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0194.jpg;dataset\tiger0194.jpg;tiger
195;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0195.jpg;dataset\tiger0195.jpg;tiger
196;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0196.jpg;dataset\tiger0196.jpg;tiger
197;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0197.jpg;dataset\tiger0197.jpg;tiger
198;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0198.jpg;dataset\tiger0198.jpg;tiger
199;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0199.jpg;dataset\tiger0199.jpg;tiger
200;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0200.jpg;dataset\tiger0200.jpg;tiger
201;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0201.jpg;dataset\tiger0201.jpg;tiger
202;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0202.jpg;dataset\tiger0202.jpg;tiger
203;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0203.jpg;dataset\tiger0203.jpg;tiger
204;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0204.jpg;dataset\tiger0204.jpg;tiger
205;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0205.jpg;dataset\tiger0205.jpg;tiger
206;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0206.jpg;dataset\tiger0206.jpg;tiger
207;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0207.jpg;dataset\tiger0207.jpg;tiger
208;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0208.jpg;dataset\tiger0208.jpg;tiger
209;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0209.jpg;dataset\tiger0209.jpg;tiger
210;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0210.jpg;dataset\tiger0210.jpg;tiger
211;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0211.jpg;dataset\tiger0211.jpg;tiger
212;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0212.jpg;dataset\tiger0212.jpg;tiger
213;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0213.jpg;dataset\tiger0213.jpg;tiger
214;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0214.jpg;dataset\tiger0214.jpg;tiger
215;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0215.jpg;dataset\tiger0215.jpg;tiger
216;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0216.jpg;dataset\tiger0216.jpg;tiger
217;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0217.jpg;dataset\tiger0217.jpg;tiger
218;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0218.jpg;dataset\tiger0218.jpg;tiger
219;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0219.jpg;dataset\tiger0219.jpg;tiger
220;C:\Users\kiril\Desktop\application_programming\Lab_2_AP\dataset\tiger0220.jpg;dataset\tiger0220.jpg;tiger
